access,admin_level,aerialway,aeroway,amenity,area,barrier,bicycle,brand,bridge,boundary,building,capital,construction,covered,culvert,cutting,denomination,disused,ele,embankment,foot,generator:source,harbour,highway,historic,horse,intermittent,junction,landuse,leisure,lock,man_made,military,motorcar,natural,office,oneway,operator,place,poi,power,power_source,public_transport,railway,religion,route,service,shop,sport,surface,toll,tourism,tower:type,tunnel,water,waterway,wetland,wood
,,,,,,,,,,,,,,,,,,,4672,,,,,,,,,,,,,,,,,,,Feria de Computación,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,Archer,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3317.052644,,,,,,,,,,,,,,,,,,,Estado Nacional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,505.8,,,,,,,,,,,,,,,,,,,antoballatore,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3272.6694336,,,,,,,,,,,,,,,,,,,Arisa Chiluisa Inés María,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,587.006104,,,,,,,,,,,,,,,,,,,Br,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4128.7163086,,,,,,,,,,,,,,,,,,,Cointrasur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,452.4,,,,,,,,,,,,,,,,,,,Conservatoire du littoral,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,12.3826904,,,,,,,,,,,,,,,,,,,EMAPSA-BF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,438.4,,,,,,,,,,,,,,,,,,,800 Pastas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6180m,,,,,,,,,,,,,,,,,,,Banco24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4455 m,,,,,,,,,,,,,,,,,,,Mónica Cornejo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,606.47,,,,,,,,,,,,,,,,,,,Patricio Contreras,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"28,2",,,,,,,,,,,,,,,,,,,CASMU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1263.048096,,,,,,,,,,,,,,,,,,,FarmaREDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,436.9,,,,,,,,,,,,,,,,,,,CRISHENRY,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2808,,,,,,,,,,,,,,,,,,,Sacramento Managment,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,798.8,,,,,,,,,,,,,,,,,,,Centro Cultural de España,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,18.5,,,,,,,,,,,,,,,,,,,Gtech Corporation,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1323,,,,,,,,,,,,,,,,,,,Posto Daniela,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2282.300048828125,,,,,,,,,,,,,,,,,,,SEDAPAL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4614,,,,,,,,,,,,,,,,,,,Farmacorp,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,,,,,,,,,,Delia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2525.0,,,,,,,,,,,,,,,,,,,Banos publicos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,490.1,,,,,,,,,,,,,,,,,,,Sushi Club,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,380 m,,,,,,,,,,,,,,,,,,,Universidad Nacional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5018,,,,,,,,,,,,,,,,,,,Merino Davila Luz Angelica,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3038,,,,,,,,,,,,,,,,,,,MicroPack,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,908.80517578125,,,,,,,,,,,,,,,,,,,Julio Mesia Cruz,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,320m,,,,,,,,,,,,,,,,,,,Perez Montenegro Diana Elizabeth,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,,,,,,,,,,Colombiana,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5780,,,,,,,,,,,,,,,,,,,Metrô DF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6070,,,,,,,,,,,,,,,,,,,Marcelo Galicchio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6067,,,,,,,,,,,,,,,,,,,next to Churup hotel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,445.9,,,,,,,,,,,,,,,,,,,Inter 2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"677,5",,,,,,,,,,,,,,,,,,,Pronto Print,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6049 m,,,,,,,,,,,,,,,,,,,Biobus,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,957,,,,,,,,,,,,,,,,,,,Real alagoas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"545,9",,,,,,,,,,,,,,,,,,,Nety S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3616,,,,,,,,,,,,,,,,,,,MINISTERIO DE EDUCACION,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1919,,,,,,,,,,,,,,,,,,,Paqui's,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"436,6",,,,,,,,,,,,,,,,,,,Almir,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,215.9401855,,,,,,,,,,,,,,,,,,,Dirección General de Aeronáutica Civil de Chile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,148.408081,,,,,,,,,,,,,,,,,,,Satander,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4440,,,,,,,,,,,,,,,,,,,Tiendas Industriales Asociadas S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,,,,Telesur,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3246,,,,,,,,,,,,,,,,,,,Magno Ltda.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4465 m,,,,,,,,,,,,,,,,,,,Força Aérea Brasileira,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,762,,,,,,,,,,,,,,,,,,,Polícia Federal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6596,,,,,,,,,,,,,,,,,,,Cable TV,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,453.9,,,,,,,,,,,,,,,,,,,Rogério Simino,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-4.9210205,,,,,,,,,,,,,,,,,,,Obras Sanitarias de Entre Rios,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2335.0000000,,,,,,,,,,,,,,,,,,,Habibi's,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,259.439575,,,,,,,,,,,,,,,,,,,Sofitasa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4782,,,,,,,,,,,,,,,,,,,Digital Center Cópias,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3.564m,,,,,,,,,,,,,,,,,,,REDfarmacy,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"53,1",,,,,,,,,,,,,,,,,,,Agimex SRL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3130 m,,,,,,,,,,,,,,,,,,,Disco,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,Fundação Educacional Encosta Inferior do Nordeste - FEEIN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5597,,,,,,,,,,,,,,,,,,,Village Phone,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5604,,,,,,,,,,,,,,,,,,,Riacho Grande,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1799,,,,,,,,,,,,,,,,,,,Conferry,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3910 m,,,,,,,,,,,,,,,,,,,Commerical Bank of Samoa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3.912 m,,,,,,,,,,,,,,,,,,,Centro de Integración Social para niños,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1276.026123,,,,,,,,,,,,,,,,,,,Banco Ganadero S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1008.78,,,,,,,,,,,,,,,,,,,RAF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3700,,,,,,,,,,,,,,,,,,,csilvinav,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,499.2,,,,,,,,,,,,,,,,,,,Coop. Agropecuária de Bom Despacho,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3253,,,,,,,,,,,,,,,,,,,Parrilladas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4212.000000,,,,,,,,,,,,,,,,,,,Arivaldo Teles Sousa,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3333.952636,,,,,,,,,,,,,,,,,,,PUC São Gabriel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,457.5,,,,,,,,,,,,,,,,,,,Peter Naef & Tiare Tuki,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2392,,,,,,,,,,,,,,,,,,,Club Obras Sanitarias de la Nación,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5672,,,,,,,,,,,,,,,,,,,Brigada Militar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"710,4",,,,,,,,,,,,,,,,,,,Emelectric,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,936,,,,,,,,,,,,,,,,,,,Delicato,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,Secoke,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3204,,,,,,,,,,,,,,,,,,,CLARO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,221.9484863,,,,,,,,,,,,,,,,,,,Lima Airport Partners,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,-1.3160400,,,,,,,,,,,,,,,,,,,Envía Colvanes,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2804.000000,,,,,,,,,,,,,,,,,,,Municipalidad de Tres de Febrero,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3585,,,,,,,,,,,,,,,,,,,Zoom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,Cuerpo de Bomberos Cañete,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6635m,,,,,,,,,,,,,,,,,,,Bandeirado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2542.0000000,,,,,,,,,,,,,,,,,,,Auto Summit,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2793.200000,,,,,,,,,,,,,,,,,,,Polícia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4525,,,,,,,,,,,,,,,,,,,Banco Mercantil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2415,,,,,,,,,,,,,,,,,,,ABC Rádio Taxi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"1,80",,,,,,,,,,,,,,,,,,,Correo Argentino,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2258.9663086,,,,,,,,,,,,,,,,,,,Supercarry,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1186,,,,,,,,,,,,,,,,,,,Presídio Central,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1259,,,,,,,,,,,,,,,,,,,Bogota,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3125,,,,,,,,,,,,,,,,,,,Telagorry SRL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1514 m,,,,,,,,,,,,,,,,,,,Savi S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3838,,,,,,,,,,,,,,,,,,,Regina Janneth Tixi Tixe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,846,,,,,,,,,,,,,,,,,,,Amazon,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2887.423828,,,,,,,,,,,,,,,,,,,Cineland,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5400,,,,,,,,,,,,,,,,,,,Mercanil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3952 m,,,,,,,,,,,,,,,,,,,Alcaldía Municipal de Villeta,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1340.91,,,,,,,,,,,,,,,,,,,Toñito Group,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3115,,,,,,,,,,,,,,,,,,,Mercado,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,265.0000000,,,,,,,,,,,,,,,,,,,Banco Agrario de Colombia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6405,,,,,,,,,,,,,,,,,,,El Nogal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6076 m,,,,,,,,,,,,,,,,,,,Alltura Colombia,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2499.0539551,,,,,,,,,,,,,,,,,,,Parques Nacionales Naturales,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6044,,,,,,,,,,,,,,,,,,,Jaime,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"31,3",,,,,,,,,,,,,,,,,,,Kaylee's Gas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1400 m,,,,,,,,,,,,,,,,,,,FonoTaxi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,914.09228515625,,,,,,,,,,,,,,,,,,,Venta de indumentaria y accesorios deportivos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1290.685791,,,,,,,,,,,,,,,,,,,Tim,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,135.911011,,,,,,,,,,,,,,,,,,,Fito & Flia.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1464,,,,,,,,,,,,,,,,,,,Laura,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4050 m,,,,,,,,,,,,,,,,,,,Associação de Amigos do Carteado de Chapecó,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1541,,,,,,,,,,,,,,,,,,,Efal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,115.483276,,,,,,,,,,,,,,,,,,,Nextel S.A.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1769.178467,,,,,,,,,,,,,,,,,,,Sesi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,92.652100,,,,,,,,,,,,,,,,,,,CENEL Shushufindi,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3078,,,,,,,,,,,,,,,,,,,Leonardo Ristori,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6039,,,,,,,,,,,,,,,,,,,Fondo Financiero Privado PRODEM SA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,546 m,,,,,,,,,,,,,,,,,,,Injection Car,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2024.406494,,,,,,,,,,,,,,,,,,,banco Internacional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5744m,,,,,,,,,,,,,,,,,,,Autopistas del Café,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,569.702881,,,,,,,,,,,,,,,,,,,municipal,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1336,,,,,,,,,,,,,,,,,,,Prefeitura de Salvador,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2225,,,,,,,,,,,,,,,,,,,Glocaliza Servicios de Marketing SRL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4944,,,,,,,,,,,,,,,,,,,Grupo Zoom,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1034,,,,,,,,,,,,,,,,,,,Guanabara,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"416,5",,,,,,,,,,,,,,,,,,,Baños,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3565,,,,,,,,,,,,,,,,,,,Armada Nacional,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5198 m,,,,,,,,,,,,,,,,,,,marrocean,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"461,8",,,,,,,,,,,,,,,,,,,"Tito, alojamiento compartido y camping",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2449.0656738,,,,,,,,,,,,,,,,,,,Vilson,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,439.1,,,,,,,,,,,,,,,,,,,Ortega Luna Carlos Alonso,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,592.052979,,,,,,,,,,,,,,,,,,,Clube de Regatas Botafogo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1.250 m,,,,,,,,,,,,,,,,,,,Cajero. B. De Guayaquil,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,418.8,,,,,,,,,,,,,,,,,,,PS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"801,4",,,,,,,,,,,,,,,,,,,Falabella,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,450.9,,,,,,,,,,,,,,,,,,,Wizard,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2037.0000000,,,,,,,,,,,,,,,,,,,Prefeitura de Aracruz e UFES,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5390 m,,,,,,,,,,,,,,,,,,,Astudillo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2551 m,,,,,,,,,,,,,,,,,,,srtc,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2593,,,,,,,,,,,,,,,,,,,Companhia do Metropolitano de São Paulo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,Brasilgas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,26.000000,,,,,,,,,,,,,,,,,,,Hermanas Bethlemitas,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1774,,,,,,,,,,,,,,,,,,,Parque Nacional del Arroz - Hacienda La Guaira,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,52.000000,,,,,,,,,,,,,,,,,,,Nuevatel SA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5850,,,,,,,,,,,,,,,,,,,Aeropuertos Argentina,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2219,,,,,,,,,,,,,,,,,,,CMTC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2397,,,,,,,,,,,,,,,,,,,Setta,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4240m,,,,,,,,,,,,,,,,,,,SRT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"17,9832",,,,,,,,,,,,,,,,,,,Mazda,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3415,,,,,,,,,,,,,,,,,,,Ferreteria,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,417.9,,,,,,,,,,,,,,,,,,,Fondation,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,158.98,,,,,,,,,,,,,,,,,,,Banco CrediChile,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"426,3",,,,,,,,,,,,,,,,,,,Mutual cooperativa agricola ramallo,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"532,9",,,,,,,,,,,,,,,,,,,Auto Viacao Tijuca S/A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4600,,,,,,,,,,,,,,,,,,,Obrar Srl,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,30.1668701,,,,,,,,,,,,,,,,,,,COPASA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,662 m,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5396 m,,,,,,,,,,,,,,,,,,,SBMG - Terminais Aéreos de Maringá S/A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3802 m,,,,,,,,,,,,,,,,,,,Backpackers San Pedro Hostel,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,504.7,,,,,,,,,,,,,,,,,,,Shell Group,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"414,9",,,,,,,,,,,,,,,,,,,Local Government,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2582.000000,,,,,,,,,,,,,,,,,,,Estación de servicios,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5641,,,,,,,,,,,,,,,,,,,colsubsidio,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1796.095215,,,,,,,,,,,,,,,,,,,Posto Ipiranga,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5852,,,,,,,,,,,,,,,,,,,Telefono Publico,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,128.9416504,,,,,,,,,,,,,,,,,,,Universidad Nacional de Ucayali,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,298.0000000,,,,,,,,,,,,,,,,,,,Transba,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,800 metros,,,,,,,,,,,,,,,,,,,Usados,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,467.1,,,,,,,,,,,,,,,,,,,Rede Pitágoras,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,"17,8",,,,,,,,,,,,,,,,,,,Casinos de Misiones,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5152 m,,,,,,,,,,,,,,,,,,,Companhia Athletica,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3605,,,,,,,,,,,,,,,,,,,Bandera Blanca,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,449,,,,,,,,,,,,,,,,,,,"SPtrans , EMTU",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5122,,,,,,,,,,,,,,,,,,,Hortifruti,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3353 m,,,,,,,,,,,,,,,,,,,Viapar,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1319,,,,,,,,,,,,,,,,,,,Ibis,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,55.641602,,,,,,,,,,,,,,,,,,,Cenabastos,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,388 m,,,,,,,,,,,,,,,,,,,Viação Graciosa Ltda.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,587.486755,,,,,,,,,,,,,,,,,,,Sarafe,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4954,,,,,,,,,,,,,,,,,,,FENOCO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2633 m,,,,,,,,,,,,,,,,,,,Pucuna Pucuna Lucía,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3978 m,,,,,,,,,,,,,,,,,,,URBES,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1240.9382324,,,,,,,,,,,,,,,,,,,Öffentlich,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4760,,,,,,,,,,,,,,,,,,,Petroworld,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4354,,,,,,,,,,,,,,,,,,,SUBCENTRO SAN JOSE DEL TAMBO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3173,,,,,,,,,,,,,,,,,,,Blockbuster,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,126m,,,,,,,,,,,,,,,,,,,Eunice Pereira Lima,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,438.2,,,,,,,,,,,,,,,,,,,Governo do Estado do Ceará,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,102.024902,,,,,,,,,,,,,,,,,,,Samoa Commercial Bank (SCB),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,767.7326660,,,,,,,,,,,,,,,,,,,Guillermo Basso de Pont,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1643 m,,,,,,,,,,,,,,,,,,,Copifam,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1285.398682,,,,,,,,,,,,,,,,,,,Micro Ómnibus San Vicente,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,763,,,,,,,,,,,,,,,,,,,Prefeitura Municipal de Cubatão,,,,,,,,,,,,,,,,,,,,
